"title"	"content"
"갤럭시S8, 美서 바람…예약가입 '역대최고'"	"  S7보다 30%↑…\"스마트폰 혁신 좋은 사례\"(지디넷코리아=이은정 기자)삼성전자의 전략 스마트폰 갤럭시S8 시리즈 예약 가입량이 미국 시장에서 역대 최고 수준을 기록한 것으로 나타났다.폰아레나, 테크크런치 등 주요 외신들에 따르면 삼성전자 미국 법인은 24일(현지시간) 갤럭시S8과 갤럭시S8 플러스 사전 주문량이 갤럭시S7 시리즈에 비해 30% 증가했다고 발표했다.팀 백스터 삼성 북미법인 최고운영책임자(COO)는 이날 현지 언론들과 인터뷰에서 \"우리는 제품과 서비스 뿐 아니라 과정 자체를 혁신하기 위해 다시 노력했다\"면서 \"갤럭시S8와 S8플러스는 이런 노력의 결과\"라고 강조했다.그는 또 \"갤럭시S8은 (북미지역) 사전 주문량은 갤럭시S7 때보다 30% 이상 많은 역대 최고 수준\"이라고 덧붙였다.스마트폰 전문 매체인 폰아레나는 갤럭시S8 사전 주문량 증가 소식을 전하면서 \"직전 제품의 실패에서 교훈을 얻고 강력한 새 제품을 선보일 경우 고객들이 기꺼이 받아들인다는 사실을 잘 보여줬다\"고 평가했다.                      삼성전자 '갤럭시S8'.(사진=씨넷)실제로 삼성은 갤럭시노트7 사태 이후 안전성 강화를 위해 많은 노력을 했다. 특히 삼성은 올해 초 배터리 발화 사태 등의 재발 방지를 위해 '8포인트 배터리 안전성 검사'를 도입했다. 이 검사는 안전성, 배터리 외관, 배터리 해체, 충방전, 사용자 조건 가속 시험 등 8가지 배터리 검사를 진행한다.이와 관련 폰아레나는 \"삼성은 제품 신뢰성을 높이기 위해 8포인트 배터리 검증을 했다\"며 \"이와 함께 놀라운 디자인으로 갤럭시노트7을 잊게 만들었고 지난 목요일 밤 새로운 예약 판매기록을 달성했다\"고 보도했다.반면 CNBC는 갤럭시S8의 초기 예약 판매 열기에도 불구하고 성공 여부를 판단하려면 조금 더 지켜볼 필요가 있다면서 유보적인 평가를 내놨다.■ 디자인-인터페이스 등 높은 평가 갤럭시S8과 갤럭시S8 플러스는 디자인과 인터페이스 측면에서 혁신에 성공했다는 평가를 받고 있다. 특히 베젤을 거의 없앤 디자인을 통해 화면 크기를 극대화하고 지능형 인터페이스 빅스비(Bixby)를 처음으로 지원해 사용자 맞춤형 인터페이스를 제공한 점이 높은 평가를 받았다.하지만 개통을 진행한 직후 기기 화면이 지나치게 불그스름한 빛을 보이는 '붉은 액정' 논란이 불거졌다. 삼성전자는 이를 해결하기 위한 소프트웨어 업데이트를 금주 내 진행할 전망이다.팀 백스터 COO는 이날 성명을 통해 \"삼성전자는 수 백만명이 즐길 수 있는 획기적인 제품을 만들 특권이 있고 신제품, 서비스뿐 아니라 과정에서도 혁신을 이뤘다\"며 \"갤럭시S8에 대한 소비자들의 호응에 기쁘다\"고 밝혔다.갤럭시S8은 지난 21일 한국, 미국, 캐나다 3개국에 우선 출시됐다. 오는 28일부터는 유럽, 싱가포르, 홍콩 등 50개국에서 추가로 판매를 시작할 예정이다. 5월 이후에는 순차적으로 120개국에서 출시될 예정이다.이은정 기자(lejj@zdnet.co.kr)"
"웹월드 모바일 콘퍼런스 2017, 26일부터 사흘간 열려"	"  모바일 비즈니스 4대 주요 분야인 개발, 서비스, 디자인, 마케팅을 총정리하는 대규모 콘퍼런스가 열린다.플루토미디어는 '웹월드 모바일 콘퍼런스 2017'을 26일부터 사흘간 서울 선릉역 한국기술센터 국제회의실에서 개최한다고 25일 밝혔다.지난해 시작해 올해 2회째 열리는 국내 최대 모바일 분야 콘퍼런스인 '웹월드 모바일'에는 네이버, 구글코리아, 트위터코리아, KT, 인터파크, 신세계그룹, SK플래닛, 서울대 등 주요 포털과 학계, 인터넷기업 전문가들이 총출동한다. 24개 세션에서 개발, 서비스, 디자인(UX), 인터넷 마케팅 분야 최신 트렌드와 성공 사례, 향후 전망을 발표한다.26일에는 서비스 전략, 27일 디자인(UX) 전략, 28일 마케팅 전략 순으로 다양한 내용이 발표된다.이성민기자 smlee@etnews.com▶ 전자신문 인기 포스트▶ 전자신문 공식 페이스북▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
"갤럭시S8, 美에서도 '사전예약' 신기록…글로벌 순항"	"  [머니투데이 이하늘 기자] [삼성전자 美 법인 \"전작 대비 사전예약 30% 늘어\"]삼성전자 '갤럭시S8'이 미국에서 역대 최대 규모의 사전예약을 기록했다. 사진은 지난달 29일 저녁 타임스퀘어 42개의 옥외광고판을 통해 공개된 삼성전자 '갤럭시S8' 광고. /사진제공= 삼성전자.삼성전자 '갤럭시S8'(이하 갤S8)이 미국 시장에서 삼성전자 스마트폰 역사상 가장 많은 '사전예약' 성적을 거뒀다. 국내에서만 사전예약 100만4000대를 기록, 역대 최대 기록을 세운 데 이어 최대 시장인 미국에서도 선전을 이어가고 있다.  삼성전자 미국법인은 24일(현지시간) 갤S8 사전예약 수치가 전작인 '갤럭시S7'(이하 갤S7) 대비 30% 이상 늘었다고 밝혔다. 팀 백스터 삼성전자 미국법인 COO(최고운영책임자)는 이날 성명을 통해 미국 현지 시장상황을 전하고 \"갤S8에 대한 소비자들의 호응에 기쁜 마음이다. 삼성전자는 소비자에게 더 좋고, 똑똑하고, 흥미로운 경험을 제공할 수 있도록 노력하고 있다\"고 말했다. 갤S7은 미국에서 출시된 삼성 스마트폰 가운데 가장 많은 선주문을 기록한 제품이다. 갤S8이 1년여 만에 이 기록을 넘어선 것이다. 이에 따라 갤S7 시리즈가 세웠던 종전 기록을 깨고 사상 최다 선주문량을 기록하게 됐다. 삼성전자는 구체적인 선주문 규모를 밝히지 않았다. 다만 미국 스마트폰시장이 한국의 8배 규모인 것을 고려하면 미국 사전예약 규모는 국내 성적을 크게 웃돌 것으로 추정된다. 통신업계에 따르면 현재 갤S8의 국내 실제 판매량은 50만대를 넘어선 것으로 알려졌다. 한편 삼성전자는 지난 21일 한국과 미국, 캐나다에서 갤S8을 공식 출시한데 이어 오는 28일 유럽을 비롯한 50개 주요 국가로 이를 확대한다. 다음달 5일부터는 인도를 비롯한 전세계 120개 국가에서 순차적으로 출시되면서 글로벌 판매량도 빠르게 증가할 것으로 보인다. [▶깊이있는 투자정보 'TOM칼럼'][▶트렌드 리더의 스타일 지침서 '스타일M'][▶빵빵한 차&레이싱걸]이하늘 기자 iskra@mt.co.kr"
"“더 키워라”  대화면 프리미엄 폰 다시 뜬다 "	"삼성전자 '갤럭시S8(왼쪽)'과 LG전자 'G6' ⓒ 각 사 제공 갤럭시S8 흥행 이후 프리미엄 스마트폰이 다시 한 번 전성기를 맞고 있다. 특히 스마트폰 전면을 꽉 채우는 화면은 물론 저장 용량까지 커지며 새로운 트렌드로 자리잡고 있다. 국내는 물론 중국 업체들도 프리미엄 대열에 동참하고 있다. 성능은 갤럭시S8 등에 버금가지만, 가격은 상대적으로 저렴해 가성비가 뛰어나다. 소비자들의 즐거운 고민이 시작됐다.25일 업계에 따르면 한동안 중저가 스마트폰을 선호했던 소비자들이 프리미엄 제품으로 눈을 돌리기 시작했다. 18대 9화면 비율을 채택한 LG전자 ‘G6’의 베젤(테두리)리스 단말에 이어 삼성전자 갤럭시S8도 18.5대 9화면 비율을 채택하며 넓직한 ‘인피니트 디스플레이’를 탑재했다. 모두 5.7인치 화면을 장착한 전작 ‘갤럭시노트7’, ‘V20’보다 크다. 화면 크기가 클수록 더 잘팔리는 것으로 나타나고 있다. 삼성전자는 5.8인치 갤럭시S8과 6.2인치 갤럭시S8 플러스를 내놓았는데, 실제 최고 사양을 갖춘 갤럭시S8 플러스 128G 모델이 가장 많이 팔리며 품귀 현상을 빚기도 했다. 증권가에 따르면 갤럭시 중 역대 가장 큰 디스플레이를 가진 6.2인치 모델이 5.8인치보다 많이 팔릴 것이라는 전망이다. 유안타 증권은 투자보고서를 통해 갤럭시S8 연간 판매량을 5041만대로 추정하면서, 이중 갤럭시S8 플러스가 53.9%를 차지할 것이라고 예측했다. 저장용량도 커졌다. 국내에서는 갤럭시S8 플러스 중에서도 6GB램과 128GB 내장 메모리를 탑재한 제품이 큰 인기를 얻고 있다. 중국과 한국 시장을 겨냥해 나온 이 제품은 초기부터 완판됐다.차기 출시될 '갤럭시노트8'과 LG 'V30' 역시 대화면일 것으로 예상되고 있다. 갤럭시노트8의 경우 화면 크기가 6.4인치에 달할 것으로 알려졌다. 커다란 화면과 고용량은 화려한 그래픽의 게임이나 가상현실을 포함한 고화질 동영상 등을 즐기기에 안성맞춤이라는 분석이다. 화웨이 'P10(왼쪽)', 샤오미 '미6' ⓒ 각 사 제공 중국 업체들도 발빠르게 대응하고 있다. 1위 사업자 화웨이는 지난 1일부터 새 전략폰 ‘P10’ 판매를 시작했다. P10은 지난해 1000만대 이상의 판매고를 올린 P9의 후속작이다. P10의 디스플레이는 5.1인치, P10 플러스는 5.5인치이다. 독일 카메라 브랜드 ‘라이카’와 함께 개발한 듀얼카메라를 장착한 것이 특징이다. 가격은 50만원대부터 시작이다. 저장용량은 6GB램, 저장공간 128GB까지 다양하다.샤오미는 지난 19일 중국 베이징에서 신규 프리미엄 스마트폰 ‘미(Mi)6’를 선보였다. 미6는 갤럭시S8(해외 출시 버전)에 들어가는 퀄컴의 스냅드래곤 835를 탑재하고, 베젤리스 화면을 극대화한 디자인을 따랐다. 저장용량은 64GB, 128GB이며 화면 크기는 5.5인치다. 미6의 출고가는 40만원대이다. 올해 하반기 출시할 ‘아이폰8’도 풀스크린 디스플레이와 256GB 내장 메모리를 채택할 것으로 알려져 이목을 끌고 있다. 아이폰8은 9월 이후에 출시될 것으로 점쳐진다. 업계 관계자는 “삼성, 애플에 이어 급성장하는 중국 스마트폰까지 플래그십 스마트폰 시장에 뛰어들면서 치열한 경쟁의 장이 펼쳐질 것\"이라고 내다봤다.데일리안 이호연 기자ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
"갤럭시S8 선주문 역대 최대…삼성미국법인 \"S7보다 30% 많아\""	"  (서울=연합뉴스) 김경윤 기자 = 삼성전자의 새 스마트폰 모델인 갤럭시S8 시리즈가 인기를 끌면서 선주문량이 역대 최다 수준을 기록했다.대화면 갤럭시S8+ 인기(서울=연합뉴스) 최재구 기자 = 24일 서울 광화문 올레스퀘어에서 시민들이 삼성전자에서 출시한 스마트폰 갤럭시 S8을 살펴보고 있다. 모바일 게임과 동영상 이용으로 대화면 디스플레이를 선호하는 소비자들이 증가하며 갤럭시S 8+ 128GB 모델은 품귀현상을 빚고 있다. 2017.4.24    jjaeck9@yna.co.kr    삼성전자 미국법인은 24일(현지시간) 갤럭시S8과 S8 플러스 선주문량이 지난해 갤럭시 S7 시리즈 선주문량보다 30% 많은 것으로 집계됐다고 밝혔다고 블룸버그 통신 등이 보도했다.    이에 따라 갤럭시S7 시리즈가 세웠던 종전 기록을 깨고 사상 최다 선주문량을 기록하게 됐다.    삼성전자는 정확한 선주문량 수치를 공개하지 않았지만, 앞서 보도에 따르면 선주문을 받은 지 이틀 만에 주문량이 55만대에 이른 것으로 알려졌다.    팀 백스터 삼성전자 미국법인 최고운영책임자(COO)는 성명을 통해 \"갤럭시 S8과 S8 플러스에 대한 반응에 기쁜 마음\"이라며 이 같은 판매량은 갤럭시노트7 사태에도 소비자들이 삼성전자를 여전히 선호한다는 점을 시사한다고 설명했다.    앞서 고동진 삼성전자 무선사업부장(사장)도 \"시장의 초반 반응이 예상보다 좋다\"며 \"갤럭시 S8이 소비자의 신뢰와 사랑을 되찾게 할 첫 기기가 될 것 같다\"고 말했다.    하지만 갤럭시S8이 앞으로도 순항을 이어갈지는 장담할 수 없다.    CNBC 방송은 \"(갤럭시 S8 시리즈가) 완벽한 것은 아니다\"라며 갤럭시 S8 시리즈의 디스플레이가 비정상적인 붉은 빛을 띤다는 불만이 빗발치자 소프트웨어 업데이트를 시행한다는 소식을 전했다.    heeva@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"\"아이폰 8 대량생산 10∼11월로 밀릴 것\"…또 지연 관측"	"  KGI증권 \"하드웨어 대폭 업그레이드로 생산 차질\"아이폰 7 플러스[AP=연합뉴스 자료사진](서울=연합뉴스) 김윤구 기자 = 아이폰 8 출시가 1∼2개월가량 늦어질 것이라는 추측이 잇따르고 있다.    나인투파이브맥에 따르면 애플 전문 애널리스트로 유명한 KGI증권의 궈밍치는 OLED(유기발광다이오드) 아이폰의 대량생산이 새 아이폰 출시를 위한 통상의 8∼9월 대신 10∼11월로 미뤄질 것이라고 24일(현지시간) 전망했다.    앞서 드렉셀해밀턴의 애널리스트 브라이언 화이트는 애플의 5.8인치 아이폰 8 모델이 3D 부품과 OLED 디스플레이 때문에 몇 주 늦어질 것이라면서 크리스마스 전에는 나올 것이라고 예상했다.    블룸버그통신도 공급난 때문에 OLED 모델의 출시가 1∼2개월 늦어질 것이라고 지난주 보도했었다.     KGI증권은 보고서에서 생산이 1∼2개월 늦어지는 이유는 \"하드웨어의 대폭 업그레이드\" 때문이라고 분석했다. 아이폰 8에는 애플이 특별 주문한 OLED 디스플레이 패널 등 첨단 부품이 여럿 들어간다. 3D 센싱 카메라와 새로운 3D 터치 모듈, 애플 A11 10나노미터 시스템반도체(SoC) 등도 포함될 것으로 보인다.     KGI는 대대적인 하드웨어 업그레이드 없이 아이폰 7을 다소 개선한 '7s' 모델은 정상적으로 9월에 출시될 것이라고 예상했다.     KGI는 생산 지연을 이유로 새로운 아이폰, 즉 아이폰 7s와 7s 플러스, 아이폰 8의 올해 하반기 판매량 전망치를 이전의 1억1천만 대에서 8천만∼9천만대로 하향했다.     kimyg@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"구글, 과천과학관 '패밀리 창작놀이터' 개관 후원"	"[아이뉴스24 민혜정기자] 구글은 자사 자선 사업 부문인 구글닷오알지가 국립과천과학관의 가족 체험 공간인 '패밀리 창작놀이터' 개관을 후원했다고 25일 발표했다.패밀리 창작놀이터는 일주일간 시범 운영을 마치고 이날부터 어린이를 위한 다양한 과학 교육 프로그램을 본격적으로 운영한다.이곳은 약 1천200 제곱미터 부지에 들어선 어린이 교육 및 커뮤니티 기능을 동시에 갖춘 복합체험시설이다.패밀리 창작놀이터 교육 프로그램은 ▲3D프린터 작동 원리를 이해하고 모델링 제작 체험을 해보는 '도전! 3D 모델링' ▲레고 블록 및 스마트 태블릿을 통해 직접 프로그래밍을 해보는 '플레이 블록·코딩' ▲알고리즘과 코딩 및 사물인터넷 원리를 배우는 '헬로! 코딩' ▲ VEX 로보틱스 설계를 체험하는 ‘미션! 로보틱스’ 등 4가지로 구성돼 있다.매주 월요일을 제외하고 매일 프로그램이 진행되며, 1회차당 2시간씩 매일 총 3회차의 수업으로 이뤄진다. 참가 어린이들은 '패밀리 창작놀이터'에서 제공하는 교구를 활용해 자율적으로 과학기술을 체험할 수 있다.패밀리 창작놀이터 교육 참여 신청은 국립과천과학관 신청 페이지에서 하루 전까지 온라인으로 예약할 수 있다.홍준성 구글코리아 엔지니어링 총괄 디렉터는 \"패밀리 창작놀이터의 다양한 교육 프로그램을 통해 아이들이 가족과 함께 즐기면서 과학에 대한 흥미를 유발할 수 있을 것으로 기대한다\"며 \"이곳에서 꿈을 키운 아이들이 세상에 도움이 되는 기술과 아이디어를 만들어 내길 바란다\"고 말했다.김선호 국립과천과학관 전시연구단장은 \"패밀리 창작놀이터가 구글이 후원한 키즈 메이커 스튜디오와 더불어 앞으로 미래를 열어갈 우리 어린이들이 스스로 상상하고 창조해 나갈 수 있는 다양한 체험을 할 수 있는 창작소가 될 것\"이라고 강조했다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"LG전자, 세계 최대 32마력 가스 냉난방기 출시"	"  최대 58개 실내기 연결해 동시에 냉난방 가능(지디넷코리아=이은정 기자)LG전자가 세계 최대 용량의 가스 냉난방기(GHP) 신제품으로 세계 기업간(B2B) 공조시장을 공략한다.LG전자는 25일 고효율의 32마력(HP) 가스 냉난방기 ‘GHP 슈퍼3’ 신제품을 출시했다고 밝혔다. 32마력은 냉방용량 90kW(킬로와트), 난방용량 100kW에 해당해 단독형 가스 냉난방기로는 세계 최대 용량이다.이 제품은 실외기 하나에 실내기를 최대 58개까지 연결할 수 있어 중대형 건물에 적합하다. 예컨대 대형 병원, 상가 건물 등에 설치하면 50개 이상의 개별 공간을 동시에 냉난방할 수 있다.32마력 제품에는 ▲냉매량을 최적의 조건으로 실시간 제어하는 '스마트 냉매 컨트롤' ▲오일량을 실시간으로 감지하고 자동 급유해주는 '스마트 오일 컨트롤' ▲기존보다 열교환 면적을 늘린 '4면 열교환기' 등 획기적인 신기술을 적용했다.특히 4면 열교환기는 냉난방기가 열을 전달하는 면적인 전열면적을 20% 이상 넓게 만들어 제품 성능을 높이고 에너지 효율은 4% 증가시켰다. 제품 용량이 늘어났지만 독자 알고리즘을 업그레이드해 소음은 업계 최저 수준인 60데시벨(dB)을 유지했다.                      LG전자는 고효율의 32마력(HP) 가스 냉난방기 ‘GHP 슈퍼3’ 신제품을 출시했다.(사진=LG전자)LG전자는 국내 업체 가운데 유일하게 가스 냉난방기를 자체 기술로 개발·생산하고 있다. 회사 관계자는 \"32마력 제품은 회사가 가스 냉난방기 시장에 진출한 지 6년 만에 해외 업체들을 뛰어넘어 글로벌 시장을 선도한다는 데 의미가 있다\"고 설명했다.회사는 가스 냉난방기가 장기간 사용하는 제품임을 감안해 고객 부담을 낮춘 유지보수 상품도 함께 선보였다. 정기적인 교체가 필요한 엔진오일·오일필터·점화플러그 등 소모품의 가격을 수입 제품의 70% 수준으로 낮추고 제품을 사용한 기간별로 관리비용을 차등화했다.LG전자는 현재 중남미와 중동에도 가스 냉난방기를 판매하고 있으며, 2020년까지 유럽과 아시아로 확대한다는 계획이다.LG전자 에어솔루션사업부장 이감규 부사장은 “시스템에어컨 노하우와 지속적인 기술 개발을 통해 글로벌 공조 시장을 선도해 나갈 것”이라고 말했다.이은정 기자(lejj@zdnet.co.kr)"
"SKT \"온라인 주문 갤S8, 매장서 '바로픽업'하세요\""	"  (서울=연합뉴스) 임화섭 기자 = SK텔레콤은 휴대전화 단말기를 온라인으로 주문하고 오프라인 매장에서 받아 가는 '바로픽업' 서비스를 제공중이라고 25일 밝혔다.    SK텔레콤은 삼성전자의 전략 프리미엄 스마트폰 갤럭시S8의 출시를 계기로 바로픽업 서비스를 이용할 수 있는 매장 수를 1천800여개에서 3천300여개로 대폭 늘렸다. 이 서비스는 2015년 9월부터 제공되고 있다.     SK텔레콤에 따르면 바로픽업 서비스 이용자는 지난 주 갤럭시S8이 출시된 직후 기존 프리미엄 스마트폰 출시 직후 대비 5배로 늘었다.    이 서비스를 이용하는 고객 중에는 집보다 직장에서 보내는 시간이 길어 택배를 받기 위해 시간을 따로 내기 어려운 30대와 40대 직장인이 많았다. 고객 중 80%가 점심시간(정오∼오후 1시)과 퇴근시간(오후 6∼8시)에 매장에 잠시 들러 단말기를 수령했다.    사용자가 제품을 받아 간 매장의 위치는 서울 여의도, 광화문, 강남 등지가 가장 흔했다.    solatido@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"메조미디어, 신입사원 공개채용 실시"	"[아이뉴스24 민혜정기자] CJ E&M 자회사인 메조미디어는 2017년 신입사원 공개 채용을 시작했다고 25일 발표했다.이번 신입사원 공개채용관련 서류 접수는 5월7일 오후 6시까지 CJ 그룹 채용 홈페이지를 통해 지원 가능하며, 모바일에서도 지원서를 제출할 수 있다. 지원 자격은 4년제 정규 대학교 졸업자 및 8월 졸업 예정자로 서류전형 합격자를 대상으로 테스트전형을 거쳐 직무면접 및 임원면접을 거친 후 6월에 최종합격자를 발표한다.모집부문은 ▲디지털 미디어 마케터(미디어플래너) ▲N스크린영업 ▲ 데이터 분석 ▲소셜분석&마케터 ▲사업전략 ▲솔루션웹개발 등이다. 각 직무에 대한 설명은 메조미디어 홈페이지 내 직무인터뷰를 참고하면 된다.오승현 메조미디어 인사팀장은 \"디지털 광고 시장의 확장에 따라 회사와 같이 성장할 수 있는 열정과창의력을 갖춘 인재면 누구나 가능하다\"며 \"지원 직무에 대한 충분한 이해와 고민이 합격 가능성을 높이는 열쇠가 될 것\"이라고 말했다.한편 메조미디어는 1999년에 설립된 디지털 미디어렙이다. 디지털 전문인력들과 함께 지난 18년간 디지털 미디어 광고 판매대행, 통합 미디어 광고 서비스, 애드네트워크, 소셜 빅데이터 분석 등 디지털 마케팅 전반 서비스를 제공하고 있다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"아이폰8 출시, 두 달 정도 늦춰질 듯"	"  KGI \"11월 유력…\"OLED 등 생산 차질\"(지디넷코리아=김익현 기자)아이폰 차기 모델 출시가 두 달 가량 미뤄질 수도 있다는 전망이 제기됐다.KGI증권의 애플 전문 애널리스트 쿼밍치가 아이폰8 출시가 10월이나 11월로 늦춰질 가능성이 있다고 주장했다고 나인투파이브맥이 24일(현지시간) 보도했다. 애플은 통상적으로 8월이나 9월 경에 아이폰 신모델을 공개해 왔다.애플은 차기 아이폰에 OLED를 탑재할 것으로 예상되고 있다. 하지만 OLED 대량 생산에 어려움을 겪으면서 아이폰 출시 일정이 두 달 정도 미뤄질 가능성이 많다는 것이 쿼밍치의 주장이다.                      아이폰8 컨셉 이미지 (사진=마틴 하에크)OLED 외에도 아이폰8에는 애플이 특별 주문한 최신 부품들이 여러 개 들어갈 것으로 예상돼 9월 출시 일정에 맞추기 힘들 것이라고 KGI가 전망했다.KGI는 아이폰 출시 일정이 영향을 미치는 요인으로는 OLED 외에도 A11 10나노 시스템온칩(SoC), 새롭게 디자인 된 3D터치 모듈과 3D센싱 카메라 등을 꼽았다.전망대로 아이폰 출시 일정이 늦춰질 경우 애플에겐 적잖은 타격이 예상된다. 베젤 없는 디자인을 채택한 삼성 갤럭시S8 등의 우세가 지속되면서 애플의 스마트폰 시장 점유율에도 큰 영향을 미칠 가능성이 많기 때문이다.KGI는 또 아이폰 출시 연기는 애플의 2017 회계연도 실적에도 부정적인 영향을 미칠 것으로 전망했다. 애플의 회계연도는 매년 10월 시작된다.김익현 기자(sini@zdnet.co.kr)"
"유명 디자이너가 만든 아이폰8 렌더링 “멋지네”"	"  (지디넷코리아=이정현 기자)차세대 아이폰에 관한 소문이 최근 계속 나오고 있는 가운데, 유명 산업 디자이너가 아이폰8의 렌더링 이미지를 공개해 눈길을 끌고 있다.미국 IT매체 씨넷은 24일(현지시간) 산업 디자이너 벤자민 게스킨(Benjamin Geskin)이 트위터를 통해 공개한 아이폰8의 렌더링 이미지를 보도했다.                      유명 산업 디자이너 벤자민 게스킨이 자신이 작업한 아이폰8 렌더링 이미지를 트위터를 통해 공개했다. (사진=벤자민 게스킨)그는 아이폰8 렌더링 사진을 올리며 “이것이 2017년 OLED 아이폰”이라고 덧붙였다. 그는 차세대 아이폰에 관한 제품 사양과 디자인에 대한 소문을 종합해 이 이미지를 작업했다고 밝히며, 이 디자인이 차세대 아이폰이라고 강하게 믿는다고 말했다. 그는 예전에도 아이폰7 레드 모델에 대한 모형 이미지를 작업해 미리 공개한 적 있다.                      그가 공개한 이미지를 보면 아이폰에 물리적 홈버튼이 사라졌다. (사진=벤자민 게스킨)                      아이폰8은 듀얼렌즈 카메라가 수직으로 위치할 가능성이 있다. (사진=벤자민 게스킨)                      그는 차세대 아이폰에 관한 제품 사양과 디자인에 대한 소문을 종합해 이 이미지를 만들었다. (사진=벤자민 게스킨)23일 벤자민 게스킨은 아이폰 제조사인 폭스콘을 통해 아이폰8의 모형을 확보했다며 트위터에 공개하기도 했다. 그는 아이폰8 모형의 뒷 부분이 2.5D 글래스로 만들어졌다고 밝혔다. 사진에서 보이는 아이폰8은 스테인레스 스틸과 2.5D 글래스로 만들어 진 것으로 보이며, 전면의 좌우 화면이 베젤이 줄어든 것을 볼 수 있다.                      벤자민 게스킨은 23일 폭스콘을 통해 아이폰8의 모형을 확보했다며 트위터에 사진을 공개했다. (사진=벤자민 게스킨)24일 IT매체 나인투파이브맥은 애플 분석가로 유명한 대만 KGI 증권 밍치궈 분석가의 보고서를 인용해차세대 아이폰의 대량 생산이 한 두 달 정도 늦춰져 11월로 연기될 것이라고 보도했다. 그는 출시 연기의 이유를 “중요한 하드웨어 업그레이드”로 밝혔다.● 여기를 클릭하시면, 이 기사를 포토 슬라이드 형식으로 보실 수 있습니다.이정현 기자(jh7253@zdnet.co.kr)"
"갤럭시노트7 리퍼폰 국내 출시 가시화? 와이파이 인증 "	"삼성전자 '갤럭시노트7' 리퍼폰으로 추정되는 단말(SM-N935S)이 국내 와이파이 인증을 받았다. 비운의 단말 삼성전자의 ‘갤럭시노트7’리퍼폰의 국내 출시가 점점 가시화되고 있다. 업계는 오는 6월말과 7월초에 출시될 것으로 내다보고 있다. 갤럭시S8의 영향력이 주춤되고 갤럭시노트8이 출시되기 직전이다. 24일 외신 ‘갤럭시클럽’에 따르면 삼성전자 갤럭시노트7 리퍼폰으로 추정되는 단말(SM-N935S)이 안드로이드 7.0 운영체제(OS)에서 와이파이 인증을 받았다. 단말 끝에 붙는 ‘S’는 ‘SK텔레콤’을 의미한다.  이와 함께 기존 갤럭시노트7(SM-N930F)도 동일한 인증을 받은 것으로 확인됐다. 와이파이 인증을 받고 난 후 몇 개월 안으로 단말기가 출시됨을 고려하면, 갤럭시노트7 리퍼폰이 우선은 SK텔레콤에서 출시될 것으로 보인다. 앞서 고동진 삼성전자 사장은 지난 3월 기자간담회를 통해 “갤럭시노트7 리퍼비시 폰 출시에 대한 내부 방침을 일단 확정됐다”며 “규제당국과 협의가 마무리되면 별도 커뮤니케이션을 할 기회가 있을 것”이라고 밝힌 바 있다. 업계에 따르면 갤럭시노트7 리퍼비시는 ‘갤럭시노트7R(가칭)’로 명명된다. 가격은 갤럭시노트7보다 20~30만원 정도 낮을 것으로 예상되고 있다. 배터리 용량을 3500mAh에서 3200mAh로 줄인 것 외에는 거의 동일한 사양일 것으로 알려졌다. 출시 시점은 갤럭시S8의 영향력이 주춤하고 갤럭시노트8이 출시되기 전인 6월말과 7월 초가 유력하다. 한편 삼성전자는 갤럭시노트7 발화 사건을 겪었지만 ‘노트’ 브랜드는 기존 그대로 가져가겠다는 방침이다. 데일리안 이호연 기자ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
